time,tag,tr,flag,tell
2024-11-03 16:29:10.841038,ct,0.833676,correct comission,f2
2024-11-03 16:29:11.648974,click,,,f2
2024-11-03 16:29:11.649624,ct,0.807936,correct comission,f2
2024-11-03 16:29:12.421410,click,,,f2
2024-11-03 16:29:12.464726,ct,0.771786,correct comission,f2
2024-11-03 16:29:13.263115,click,,,f2
2024-11-03 16:29:13.263834,ct,0.798389,correct comission,f2
2024-11-03 16:29:14.160227,click,,,f2
2024-11-03 16:29:14.084956,ct,0.896393,correct comission,f2
2024-11-03 16:29:14.889445,ct,,omission error,f6
2024-11-03 16:29:15.633993,click,,,f4
2024-11-03 16:29:15.698697,mt,0.744548,comission error,f4
2024-11-03 16:29:16.509843,ct,,omission error,f6
2024-11-03 16:29:17.491770,click,,,f2
2024-11-03 16:29:17.321282,ct,0.981927,correct comission,f2
2024-11-03 16:29:18.354134,click,,,f2
2024-11-03 16:29:18.131292,ct,1.032852,correct comission,f2
2024-11-03 16:29:19.027090,click,,,f2
2024-11-03 16:29:18.930562,ct,0.895798,correct comission,f2
2024-11-03 16:29:19.842496,click,,,f2
2024-11-03 16:29:19.745524,ct,0.911934,correct comission,f2
2024-11-03 16:29:20.591865,click,,,f2
2024-11-03 16:29:20.547618,ct,0.846341,correct comission,f2
2024-11-03 16:29:21.436159,click,,,f2
2024-11-03 16:29:21.359249,ct,0.888541,correct comission,f2
2024-11-03 16:29:22.181991,click,,,f2
2024-11-03 16:29:22.158211,ct,0.822742,correct comission,f2
2024-11-03 16:29:23.020604,click,,,f2
2024-11-03 16:29:22.965088,ct,0.862393,correct comission,f2
2024-11-03 16:29:23.777690,click,,,f2
2024-11-03 16:29:23.765236,ct,0.812602,correct comission,f2
2024-11-03 16:29:24.574911,click,,,f2
2024-11-03 16:29:24.562841,ct,0.809675,correct comission,f2
2024-11-03 16:29:25.374991,click,,,f2
2024-11-03 16:29:25.363251,ct,0.81215,correct comission,f2
2024-11-03 16:29:26.207840,click,,,f2
2024-11-03 16:29:26.163894,ct,0.844589,correct comission,f2
2024-11-03 16:29:27.007998,click,,,f2
2024-11-03 16:29:26.967704,ct,0.844104,correct comission,f2
2024-11-03 16:29:28.069472,click,,,f2
2024-11-03 16:29:27.769819,ct,1.101768,correct comission,f2
2024-11-03 16:29:28.671914,click,,,f2
2024-11-03 16:29:28.573644,ct,0.902095,correct comission,f2
2024-11-03 16:29:29.414795,click,,,f2
2024-11-03 16:29:29.371043,ct,0.841151,correct comission,f2
2024-11-03 16:29:30.148072,click,,,f4
2024-11-03 16:29:30.175522,mt,0.777029,comission error,f4
2024-11-03 16:29:30.984293,ct,,omission error,f6
2024-11-03 16:29:31.745769,click,,,f4
2024-11-03 16:29:31.782520,mt,0.761476,comission error,f4
2024-11-03 16:29:32.584420,ct,,omission error,f6
2024-11-03 16:29:33.272685,click,,,f2
2024-11-03 16:29:33.396035,ct,0.688265,correct comission,f2
2024-11-03 16:29:34.247932,click,,,f2
2024-11-03 16:29:34.192995,ct,0.851897,correct comission,f2
2024-11-03 16:29:35.253077,click,,,f2
2024-11-03 16:29:35.003208,ct,1.060082,correct comission,f2
2024-11-03 16:29:36.020108,click,,,f2
2024-11-03 16:29:35.807193,ct,1.0169,correct comission,f2
2024-11-03 16:29:36.607557,ct,,omission error,f6
2024-11-03 16:29:37.123524,click,,,f3
2024-11-03 16:29:37.416307,ct,0.515967,correct comission,f3
2024-11-03 16:29:37.763648,click,,,f3
2024-11-03 16:29:38.217710,ct,0.347341,correct comission,f3
2024-11-03 16:29:39.021407,ct,,omission error,f6
2024-11-03 16:29:39.921429,click,,,f2
2024-11-03 16:29:39.821829,ct,0.900022,correct comission,f2
2024-11-03 16:29:40.637604,ct,,omission error,f6
2024-11-03 16:29:41.216621,click,,,f2
2024-11-03 16:29:41.435688,ct,0.579017,correct comission,f2
2024-11-03 16:29:42.018007,click,,,f2
2024-11-03 16:29:42.241141,ct,0.582319,correct comission,f2
2024-11-03 16:29:42.773710,click,,,f3
2024-11-03 16:29:43.046013,ct,0.532569,correct comission,f3
2024-11-03 16:29:43.684934,click,,,f2
2024-11-03 16:29:43.849975,ct,0.638921,correct comission,f2
2024-11-03 16:29:44.452674,click,,,f4
2024-11-03 16:29:44.653959,mt,0.602699,comission error,f4
2024-11-03 16:29:45.289309,click,,,f2
2024-11-03 16:29:45.458614,ct,0.63535,correct comission,f2
2024-11-03 16:29:46.228632,click,,,f2
2024-11-03 16:29:46.269187,ct,0.770018,correct comission,f2
2024-11-03 16:29:47.026581,click,,,f2
2024-11-03 16:29:47.069277,ct,0.757394,correct comission,f2
2024-11-03 16:29:47.752812,click,,,f2
2024-11-03 16:29:47.876925,ct,0.683535,correct comission,f2
2024-11-03 16:29:48.822775,click,,,f2
2024-11-03 16:29:48.673778,ct,0.94585,correct comission,f2
2024-11-03 16:29:49.684162,click,,,f2
2024-11-03 16:29:49.483941,ct,1.010384,correct comission,f2
2024-11-03 16:29:50.547515,click,,,f2
2024-11-03 16:29:50.280997,ct,1.063574,correct comission,f2
2024-11-03 16:29:51.076723,click,,,f2
2024-11-03 16:29:51.086139,ct,0.795726,correct comission,f2
2024-11-03 16:29:52.056260,click,,,f4
2024-11-03 16:29:51.887664,mt,0.970121,comission error,f4
2024-11-03 16:29:52.627034,click,,,f2
2024-11-03 16:29:52.690524,ct,0.73937,correct comission,f2
2024-11-03 16:29:53.581963,click,,,f2
2024-11-03 16:29:53.494223,ct,0.891439,correct comission,f2
2024-11-03 16:29:54.521077,click,,,f2
2024-11-03 16:29:54.309591,ct,1.026854,correct comission,f2
2024-11-03 16:29:55.303929,click,,,f2
2024-11-03 16:29:55.108284,ct,0.994338,correct comission,f2
2024-11-03 16:29:56.057229,click,,,f2
2024-11-03 16:29:55.918728,ct,0.948945,correct comission,f2
2024-11-03 16:29:56.920206,click,,,f2
2024-11-03 16:29:56.719477,ct,1.001478,correct comission,f2
2024-11-03 16:29:57.672192,click,,,f2
2024-11-03 16:29:57.521925,ct,0.952715,correct comission,f2
2024-11-03 16:29:58.317780,ct,,omission error,f6
2024-11-03 16:29:58.793669,click,,,f4
2024-11-03 16:29:59.118900,mt,0.475889,comission error,f4
2024-11-03 16:29:59.641553,click,,,f3
2024-11-03 16:29:59.923923,ct,0.522653,correct comission,f3
2024-11-03 16:30:00.899867,click,,,f2
2024-11-03 16:30:00.722518,ct,0.975944,correct comission,f2
2024-11-03 16:30:01.528418,ct,,omission error,f6
2024-11-03 16:30:02.357031,click,,,f2
2024-11-03 16:30:02.323793,ct,0.828613,correct comission,f2
2024-11-03 16:30:03.402637,click,,,f2
2024-11-03 16:30:03.127922,ct,1.078844,correct comission,f2
2024-11-03 16:30:04.217601,click,,,f2
2024-11-03 16:30:03.931642,ct,1.089679,correct comission,f2
2024-11-03 16:30:04.826879,click,,,f2
2024-11-03 16:30:04.736702,ct,0.895237,correct comission,f2
2024-11-03 16:30:05.434543,click,,,f2
2024-11-03 16:30:05.543475,ct,0.697841,correct comission,f2
2024-11-03 16:30:06.160551,click,,,f2
2024-11-03 16:30:06.348031,ct,0.617076,correct comission,f2
2024-11-03 16:30:07.190294,click,,,f2
2024-11-03 16:30:07.146450,ct,0.842263,correct comission,f2
2024-11-03 16:30:08.236910,click,,,f2
2024-11-03 16:30:07.952190,ct,1.09046,correct comission,f2
2024-11-03 16:30:08.756779,ct,,omission error,f6
2024-11-03 16:30:09.356033,click,,,f2
2024-11-03 16:30:09.558944,ct,0.599254,correct comission,f2
2024-11-03 16:30:10.295602,click,,,f4
2024-11-03 16:30:10.356588,mt,0.736658,comission error,f4
2024-11-03 16:30:11.160004,ct,,omission error,f6
2024-11-03 16:30:11.895164,click,,,f2
2024-11-03 16:30:11.965408,ct,0.73516,correct comission,f2
2024-11-03 16:30:12.916081,click,,,f2
2024-11-03 16:30:12.765210,ct,0.950673,correct comission,f2
2024-11-03 16:30:13.854371,click,,,f2
2024-11-03 16:30:13.567600,ct,1.089161,correct comission,f2
2024-11-03 16:30:14.375289,ct,,omission error,f6
2024-11-03 16:30:14.971031,click,,,f2
2024-11-03 16:30:15.182514,ct,0.595742,correct comission,f2
2024-11-03 16:30:15.756850,click,,,f2
2024-11-03 16:30:15.995866,ct,0.574336,correct comission,f2
2024-11-03 16:30:16.571929,click,,,f2
2024-11-03 16:30:16.797751,ct,0.576063,correct comission,f2
2024-11-03 16:30:17.653094,click,,,f2
2024-11-03 16:30:17.598370,ct,0.855343,correct comission,f2
2024-11-03 16:30:18.493430,click,,,f4
2024-11-03 16:30:18.407944,mt,0.89506,comission error,f4
2024-11-03 16:30:19.207274,ct,,omission error,f6
2024-11-03 16:30:20.008687,click,,,f2
2024-11-03 16:30:20.013217,ct,0.801413,correct comission,f2
2024-11-03 16:30:20.953032,click,,,f2
2024-11-03 16:30:20.814823,ct,0.939815,correct comission,f2
2024-11-03 16:30:21.616626,ct,,omission error,f6
2024-11-03 16:30:21.948474,click,,,f3
2024-11-03 16:30:22.417703,ct,0.331848,correct comission,f3
2024-11-03 16:30:22.822480,click,,,f4
2024-11-03 16:30:23.217572,mt,0.404777,comission error,f4
2024-11-03 16:30:23.598634,click,,,f3
2024-11-03 16:30:24.018766,ct,0.381062,correct comission,f3
2024-11-03 16:30:24.699995,click,,,f2
2024-11-03 16:30:24.820487,ct,0.681229,correct comission,f2
2024-11-03 16:30:25.620903,ct,,omission error,f6
2024-11-03 16:30:25.948887,click,,,f3
2024-11-03 16:30:26.424857,ct,0.327984,correct comission,f3
2024-11-03 16:30:27.081358,click,,,f2
2024-11-03 16:30:27.227955,ct,0.656501,correct comission,f2
2024-11-03 16:30:28.215487,click,,,f2
2024-11-03 16:30:28.031266,ct,0.987532,correct comission,f2
2024-11-03 16:30:29.103706,click,,,f4
2024-11-03 16:30:28.828829,mt,1.07244,comission error,f4
2024-11-03 16:30:29.634828,ct,,omission error,f6
2024-11-03 16:30:30.374610,click,,,f2
2024-11-03 16:30:30.435781,ct,0.739782,correct comission,f2
2024-11-03 16:30:31.238606,ct,,omission error,f6
2024-11-03 16:30:31.936530,click,,,f2
2024-11-03 16:30:32.040910,ct,0.697924,correct comission,f2
2024-11-03 16:30:33.000062,click,,,f2
2024-11-03 16:30:32.838232,ct,0.959152,correct comission,f2
2024-11-03 16:30:33.944706,click,,,f2
2024-11-03 16:30:33.648286,ct,1.106474,correct comission,f2
2024-11-03 16:30:34.551370,click,,,f2
2024-11-03 16:30:34.444657,ct,0.903084,correct comission,f2
2024-11-03 16:30:35.162758,click,,,f2
2024-11-03 16:30:35.247584,ct,0.718101,correct comission,f2
2024-11-03 16:30:36.125720,click,,,f2
2024-11-03 16:30:36.050664,ct,0.878136,correct comission,f2
2024-11-03 16:30:36.852925,ct,,omission error,f6
2024-11-03 16:30:37.400893,click,,,f3
2024-11-03 16:30:37.655110,ct,0.547968,correct comission,f3
2024-11-03 16:30:38.492212,click,,,f2
2024-11-03 16:30:38.459103,ct,0.837102,correct comission,f2
2024-11-03 16:30:39.266011,ct,,omission error,f6
2024-11-03 16:30:39.867825,click,,,f4
2024-11-03 16:30:40.072924,mt,0.601814,comission error,f4
2024-11-03 16:30:40.873662,ct,,omission error,f6
2024-11-03 16:30:41.596530,click,,,f2
2024-11-03 16:30:41.676875,ct,0.722868,correct comission,f2
2024-11-03 16:30:42.594368,click,,,f2
2024-11-03 16:30:42.474713,ct,0.917493,correct comission,f2
2024-11-03 16:30:43.432681,click,,,f2
2024-11-03 16:30:43.274092,ct,0.957968,correct comission,f2
2024-11-03 16:30:44.074525,ct,,omission error,f6
2024-11-03 16:30:44.607268,click,,,f3
2024-11-03 16:30:44.883702,ct,0.532743,correct comission,f3
2024-11-03 16:30:45.760844,click,,,f2
2024-11-03 16:30:45.685214,ct,0.877142,correct comission,f2
2024-11-03 16:30:46.783225,click,,,f2
2024-11-03 16:30:46.486781,ct,1.098011,correct comission,f2
2024-11-03 16:30:47.284382,ct,,omission error,f6
2024-11-03 16:30:48.162454,click,,,f2
2024-11-03 16:30:48.097675,ct,0.878072,correct comission,f2
2024-11-03 16:30:49.090673,click,,,f2
2024-11-03 16:30:48.895628,ct,0.992998,correct comission,f2
2024-11-03 16:30:49.700905,ct,,omission error,f6
2024-11-03 16:30:50.314632,click,,,f4
2024-11-03 16:30:50.501405,mt,0.613727,comission error,f4
2024-11-03 16:30:51.084666,click,,,f2
2024-11-03 16:30:51.300376,ct,0.583261,correct comission,f2
2024-11-03 16:30:52.105085,g/,,resting,f1
2024-11-03 16:30:52.431930,click,,resting,f1
2024-11-03 16:30:52.905827,g/,,resting,f1
2024-11-03 16:30:53.710042,g/,,resting,f1
2024-11-03 16:30:54.511675,g/,,resting,f1
2024-11-03 16:30:55.311198,g/,,resting,f1
2024-11-03 16:30:56.109040,g/,,resting,f1
2024-11-03 16:30:56.911933,g/,,resting,f1
2024-11-03 16:30:57.717706,g/,,resting,f1
2024-11-03 16:30:58.518844,g/,,resting,f1
2024-11-03 16:30:59.330891,g/,,resting,f1
2024-11-03 16:31:00.141344,g/,,resting,f1
2024-11-03 16:31:00.941154,g/,,resting,f1
2024-11-03 16:31:01.757886,g/,,resting,f1
2024-11-03 16:31:02.563395,g/,,resting,f1
2024-11-03 16:31:03.373767,g/,,resting,f1
2024-11-03 16:31:04.182212,g/,,resting,f1
2024-11-03 16:31:04.989963,g/,,resting,f1
2024-11-03 16:31:05.793282,g/,,resting,f1
2024-11-03 16:31:06.606512,g/,,resting,f1
2024-11-03 16:31:07.413558,g/,,resting,f1
2024-11-03 16:31:08.221559,g/,,resting,f1
2024-11-03 16:31:09.038893,g/,,resting,f1
2024-11-03 16:31:09.841747,g/,,resting,f1
2024-11-03 16:31:10.656767,g/,,resting,f1
2024-11-03 16:31:11.462212,g/,,resting,f1
2024-11-03 16:31:12.269026,g/,,resting,f1
2024-11-03 16:31:13.068160,g/,,resting,f1
2024-11-03 16:31:13.874204,g/,,resting,f1
2024-11-03 16:31:14.683663,g/,,resting,f1
2024-11-03 16:31:15.481569,g/,,resting,f1
2024-11-03 16:31:16.294636,g/,,resting,f1
2024-11-03 16:31:17.100413,g/,,resting,f1
2024-11-03 16:31:17.906726,g/,,resting,f1
2024-11-03 16:31:18.712757,g/,,resting,f1
2024-11-03 16:31:19.516192,g/,,resting,f1
2024-11-03 16:31:20.321040,g/,,resting,f1
2024-11-03 16:31:21.122700,g/,,resting,f1
2024-11-03 16:31:21.923088,g/,,resting,f1
2024-11-03 16:31:22.728152,g/,,resting,f1
2024-11-03 16:31:23.529483,g/,,resting,f1
2024-11-03 16:31:24.329103,g/,,resting,f1
2024-11-03 16:31:25.133511,g/,,resting,f1
2024-11-03 16:31:25.936569,g/,,resting,f1
2024-11-03 16:31:26.732883,g/,,resting,f1
2024-11-03 16:31:27.538213,g/,,resting,f1
2024-11-03 16:31:28.337605,g/,,resting,f1
2024-11-03 16:31:29.134353,g/,,resting,f1
2024-11-03 16:31:29.950417,g/,,resting,f1
2024-11-03 16:31:30.750370,g/,,resting,f1
2024-11-03 16:31:31.549589,g/,,resting,f1
2024-11-03 16:31:32.352799,g/,,resting,f1
2024-11-03 16:31:33.153813,g/,,resting,f1
2024-11-03 16:31:33.955466,g/,,resting,f1
2024-11-03 16:31:34.757083,g/,,resting,f1
2024-11-03 16:31:35.560834,g/,,resting,f1
2024-11-03 16:31:36.363023,g/,,resting,f1
2024-11-03 16:31:37.159051,g/,,resting,f1
2024-11-03 16:31:37.965477,g/,,resting,f1
2024-11-03 16:31:38.764224,g/,,resting,f1
2024-11-03 16:31:39.571822,g/,,resting,f1
2024-11-03 16:31:40.377180,g/,,resting,f1
2024-11-03 16:31:41.176404,g/,,resting,f1
2024-11-03 16:31:41.977199,g/,,resting,f1
2024-11-03 16:31:42.781794,g/,,resting,f1
2024-11-03 16:31:43.577445,g/,,resting,f1
2024-11-03 16:31:44.375479,g/,,resting,f1
2024-11-03 16:31:45.177921,g/,,resting,f1
2024-11-03 16:31:45.979331,g/,,resting,f1
2024-11-03 16:31:46.777620,g/,,resting,f1
2024-11-03 16:31:47.579271,g/,,resting,f1
2024-11-03 16:31:48.383192,ct,,resting,f11
2024-11-03 16:31:49.114394,click,,,f2
2024-11-03 16:31:49.182169,ct,0.731202,correct comission,f2
2024-11-03 16:31:49.945510,click,,,f2
2024-11-03 16:31:49.986625,ct,0.763341,correct comission,f2
2024-11-03 16:31:50.612398,click,,,f2
2024-11-03 16:31:50.789707,ct,0.625773,correct comission,f2
2024-11-03 16:31:51.223762,click,,,f3
2024-11-03 16:31:51.587753,ct,0.434055,correct comission,f3
2024-11-03 16:31:52.103466,click,,,f3
2024-11-03 16:31:52.386238,ct,0.515713,correct comission,f3
2024-11-03 16:31:53.180130,click,,,f2
2024-11-03 16:31:53.189569,ct,0.793892,correct comission,f2
2024-11-03 16:31:54.228979,click,,,f2
2024-11-03 16:31:53.986173,ct,1.03941,correct comission,f2
2024-11-03 16:31:54.711307,click,,,f4
2024-11-03 16:31:54.782788,mt,0.725134,comission error,f4
2024-11-03 16:31:55.589213,ct,,omission error,f6
2024-11-03 16:31:56.234073,click,,,f2
2024-11-03 16:31:56.390697,ct,0.64486,correct comission,f2
2024-11-03 16:31:57.034054,click,,,f2
2024-11-03 16:31:57.189371,ct,0.643357,correct comission,f2
2024-11-03 16:31:57.861178,click,,,f2
2024-11-03 16:31:58.007517,ct,0.671807,correct comission,f2
2024-11-03 16:31:58.650273,click,,,f2
2024-11-03 16:31:58.820284,ct,0.642756,correct comission,f2
2024-11-03 16:31:59.430710,click,,,f4
2024-11-03 16:31:59.630251,mt,0.610426,comission error,f4
2024-11-03 16:32:00.152767,click,,,f3
2024-11-03 16:32:00.434144,ct,0.522516,correct comission,f3
2024-11-03 16:32:01.103571,click,,,f2
2024-11-03 16:32:01.243898,ct,0.669427,correct comission,f2
2024-11-03 16:32:01.861646,click,,,f2
2024-11-03 16:32:02.054155,ct,0.617748,correct comission,f2
2024-11-03 16:32:02.571417,click,,,f3
2024-11-03 16:32:02.854201,ct,0.517262,correct comission,f3
2024-11-03 16:32:03.481220,click,,,f2
2024-11-03 16:32:03.667982,ct,0.627019,correct comission,f2
2024-11-03 16:32:04.763900,click,,,f2
2024-11-03 16:32:04.467973,ct,1.095918,correct comission,f2
2024-11-03 16:32:05.264727,click,,,f2
2024-11-03 16:32:05.268964,ct,0.796754,correct comission,f2
2024-11-03 16:32:05.798914,click,,,f3
2024-11-03 16:32:06.081525,ct,0.52995,correct comission,f3
2024-11-03 16:32:06.567978,click,,,f3
2024-11-03 16:32:06.888058,ct,0.486453,correct comission,f3
2024-11-03 16:32:07.687993,click,,,f2
2024-11-03 16:32:07.688500,ct,0.799935,correct comission,f2
2024-11-03 16:32:08.446460,click,,,f2
2024-11-03 16:32:08.497052,ct,0.75796,correct comission,f2
2024-11-03 16:32:09.244961,click,,,f2
2024-11-03 16:32:09.305927,ct,0.747909,correct comission,f2
2024-11-03 16:32:10.135155,click,,,f4
2024-11-03 16:32:10.112452,mt,0.829228,comission error,f4
2024-11-03 16:32:10.917991,ct,,omission error,f6
2024-11-03 16:32:11.647995,click,,,f2
2024-11-03 16:32:11.720541,ct,0.730004,correct comission,f2
2024-11-03 16:32:12.423874,click,,,f2
2024-11-03 16:32:12.526711,ct,0.703333,correct comission,f2
2024-11-03 16:32:13.260396,click,,,f2
2024-11-03 16:32:13.332190,ct,0.733685,correct comission,f2
2024-11-03 16:32:13.974366,click,,,f2
2024-11-03 16:32:14.151411,ct,0.642176,correct comission,f2
2024-11-03 16:32:14.776117,click,,,f2
2024-11-03 16:32:14.962732,ct,0.624706,correct comission,f2
2024-11-03 16:32:15.520675,click,,,f3
2024-11-03 16:32:15.770453,ct,0.557943,correct comission,f3
2024-11-03 16:32:16.248333,click,,,f3
2024-11-03 16:32:16.578943,ct,0.47788,correct comission,f3
2024-11-03 16:32:17.136589,click,,,f3
2024-11-03 16:32:17.375663,ct,0.557646,correct comission,f3
2024-11-03 16:32:18.073606,click,,,f2
2024-11-03 16:32:18.187782,ct,0.697943,correct comission,f2
2024-11-03 16:32:19.050446,click,,,f2
2024-11-03 16:32:18.985220,ct,0.862664,correct comission,f2
2024-11-03 16:32:19.753855,click,,,f4
2024-11-03 16:32:19.787769,mt,0.768635,comission error,f4
2024-11-03 16:32:20.587254,ct,,omission error,f6
2024-11-03 16:32:21.243758,click,,,f2
2024-11-03 16:32:21.384412,ct,0.656504,correct comission,f2
2024-11-03 16:32:22.156311,click,,,f4
2024-11-03 16:32:22.181661,mt,0.771899,comission error,f4
2024-11-03 16:32:22.980695,ct,,omission error,f6
2024-11-03 16:32:23.695353,click,,,f2
2024-11-03 16:32:23.783864,ct,0.714658,correct comission,f2
2024-11-03 16:32:24.651671,click,,,f2
2024-11-03 16:32:24.585664,ct,0.867807,correct comission,f2
2024-11-03 16:32:25.600126,click,,,f2
2024-11-03 16:32:25.384913,ct,1.014462,correct comission,f2
2024-11-03 16:32:26.271696,click,,,f2
2024-11-03 16:32:26.195685,ct,0.886783,correct comission,f2
2024-11-03 16:32:26.956256,click,,,f2
2024-11-03 16:32:26.994861,ct,0.760571,correct comission,f2
2024-11-03 16:32:27.836331,click,,,f2
2024-11-03 16:32:27.792728,ct,0.84147,correct comission,f2
2024-11-03 16:32:28.538048,click,,,f2
2024-11-03 16:32:28.597864,ct,0.74532,correct comission,f2
2024-11-03 16:32:29.326843,click,,,f2
2024-11-03 16:32:29.398606,ct,0.728979,correct comission,f2
2024-11-03 16:32:30.240854,click,,,f2
2024-11-03 16:32:30.195899,ct,0.842248,correct comission,f2
2024-11-03 16:32:31.106983,click,,,f2
2024-11-03 16:32:31.000744,ct,0.911084,correct comission,f2
2024-11-03 16:32:31.803602,click,,,f2
2024-11-03 16:32:31.804181,ct,0.802858,correct comission,f2
2024-11-03 16:32:32.795033,click,,,f2
2024-11-03 16:32:32.609337,ct,0.990852,correct comission,f2
2024-11-03 16:32:33.474919,click,,,f2
2024-11-03 16:32:33.410872,ct,0.865582,correct comission,f2
2024-11-03 16:32:34.395825,click,,,f2
2024-11-03 16:32:34.213650,ct,0.984953,correct comission,f2
2024-11-03 16:32:35.106124,click,,,f2
2024-11-03 16:32:35.018414,ct,0.892474,correct comission,f2
2024-11-03 16:32:35.812689,click,,,f4
2024-11-03 16:32:35.819470,mt,0.794275,comission error,f4
2024-11-03 16:32:36.622116,ct,,omission error,f6
2024-11-03 16:32:37.227073,click,,,f2
2024-11-03 16:32:37.424722,ct,0.604957,correct comission,f2
2024-11-03 16:32:38.238497,ct,,omission error,f6
2024-11-03 16:32:38.682649,click,,,f3
2024-11-03 16:32:39.037081,ct,0.444152,correct comission,f3
2024-11-03 16:32:39.406602,click,,,f3
2024-11-03 16:32:39.834548,ct,0.369521,correct comission,f3
2024-11-03 16:32:40.638545,mt,,correct omission,f5
2024-11-03 16:32:41.010931,click,,,f3
2024-11-03 16:32:41.436615,ct,0.372386,correct comission,f3
2024-11-03 16:32:42.333757,click,,,f2
2024-11-03 16:32:42.235251,ct,0.897142,correct comission,f2
2024-11-03 16:32:43.004019,click,,,f2
2024-11-03 16:32:43.034548,ct,0.768768,correct comission,f2
2024-11-03 16:32:43.711969,click,,,f2
2024-11-03 16:32:43.833659,ct,0.677421,correct comission,f2
2024-11-03 16:32:44.739043,click,,,f2
2024-11-03 16:32:44.641730,ct,0.905384,correct comission,f2
2024-11-03 16:32:45.439235,ct,,omission error,f6
2024-11-03 16:32:45.887275,click,,,f3
2024-11-03 16:32:46.251007,ct,0.44804,correct comission,f3
2024-11-03 16:32:46.731892,click,,,f3
2024-11-03 16:32:47.058226,ct,0.480885,correct comission,f3
2024-11-03 16:32:47.556240,click,,,f3
2024-11-03 16:32:47.872325,ct,0.498014,correct comission,f3
2024-11-03 16:32:48.443948,click,,,f2
2024-11-03 16:32:48.681796,ct,0.571623,correct comission,f2
2024-11-03 16:32:49.333135,click,,,f2
2024-11-03 16:32:49.494942,ct,0.651339,correct comission,f2
2024-11-03 16:32:49.968662,click,,,f4
2024-11-03 16:32:50.296492,mt,0.47372,comission error,f4
2024-11-03 16:32:50.703011,click,,,f3
2024-11-03 16:32:51.101674,ct,0.406519,correct comission,f3
2024-11-03 16:32:51.742381,click,,,f2
2024-11-03 16:32:51.917793,ct,0.640707,correct comission,f2
2024-11-03 16:32:52.880783,click,,,f2
2024-11-03 16:32:52.714392,ct,0.96299,correct comission,f2
2024-11-03 16:32:53.517949,click,,,f2
2024-11-03 16:32:53.527931,ct,0.803557,correct comission,f2
2024-11-03 16:32:54.311399,click,,,f2
2024-11-03 16:32:54.327977,ct,0.783468,correct comission,f2
2024-11-03 16:32:55.237274,click,,,f2
2024-11-03 16:32:55.130706,ct,0.909297,correct comission,f2
2024-11-03 16:32:56.198784,click,,,f2
2024-11-03 16:32:55.934187,ct,1.068078,correct comission,f2
2024-11-03 16:32:56.928002,click,,,f2
2024-11-03 16:32:56.731877,ct,0.993815,correct comission,f2
2024-11-03 16:32:57.539063,click,,,f2
2024-11-03 16:32:57.532980,ct,0.807186,correct comission,f2
2024-11-03 16:32:58.318171,click,,,f4
2024-11-03 16:32:58.335979,mt,0.785191,comission error,f4
2024-11-03 16:32:59.136452,click,,,f2
2024-11-03 16:32:59.137139,ct,0.800473,correct comission,f2
2024-11-03 16:32:59.959078,click,,,f2
2024-11-03 16:32:59.934421,ct,0.821939,correct comission,f2
2024-11-03 16:33:00.718495,click,,,f2
2024-11-03 16:33:00.736048,ct,0.784074,correct comission,f2
