time,tag,tr,flag,tell
2024-11-03 17:25:57.158261,click,,,f2
2024-11-03 17:25:57.305084,ct,0.670326,correct comission,f2
2024-11-03 17:25:58.039528,click,,,f2
2024-11-03 17:25:58.112873,ct,0.734444,correct comission,f2
2024-11-03 17:25:58.914964,ct,,omission error,f6
2024-11-03 17:25:59.752187,click,,,f2
2024-11-03 17:25:59.729924,ct,0.837223,correct comission,f2
2024-11-03 17:26:00.452584,click,,,f2
2024-11-03 17:26:00.535391,ct,0.72266,correct comission,f2
2024-11-03 17:26:01.222469,click,,,f2
2024-11-03 17:26:01.344378,ct,0.687078,correct comission,f2
2024-11-03 17:26:02.228032,click,,,f2
2024-11-03 17:26:02.150986,ct,0.883654,correct comission,f2
2024-11-03 17:26:02.871762,click,,,f4
2024-11-03 17:26:02.960252,mt,0.720776,comission error,f4
2024-11-03 17:26:03.764654,ct,,omission error,f6
2024-11-03 17:26:04.409283,click,,,f2
2024-11-03 17:26:04.574709,ct,0.644629,correct comission,f2
2024-11-03 17:26:05.039630,click,,,f3
2024-11-03 17:26:05.389323,ct,0.464921,correct comission,f3
2024-11-03 17:26:06.036240,click,,,f2
2024-11-03 17:26:06.191298,ct,0.646917,correct comission,f2
2024-11-03 17:26:06.725590,click,,,f3
2024-11-03 17:26:07.006885,ct,0.534292,correct comission,f3
2024-11-03 17:26:07.528391,click,,,f3
2024-11-03 17:26:07.807262,ct,0.521506,correct comission,f3
2024-11-03 17:26:08.499697,click,,,f4
2024-11-03 17:26:08.630528,mt,0.692435,comission error,f4
2024-11-03 17:26:09.363324,click,,,f2
2024-11-03 17:26:09.433751,ct,0.732796,correct comission,f2
2024-11-03 17:26:10.039467,click,,,f2
2024-11-03 17:26:10.241061,ct,0.605716,correct comission,f2
2024-11-03 17:26:10.691402,click,,,f3
2024-11-03 17:26:11.045518,ct,0.450341,correct comission,f3
2024-11-03 17:26:11.489250,click,,,f3
2024-11-03 17:26:11.852885,ct,0.443732,correct comission,f3
2024-11-03 17:26:12.354746,click,,,f3
2024-11-03 17:26:12.661265,ct,0.501861,correct comission,f3
2024-11-03 17:26:13.155149,click,,,f3
2024-11-03 17:26:13.467220,ct,0.493884,correct comission,f3
2024-11-03 17:26:14.275101,ct,,omission error,f6
2024-11-03 17:26:15.030707,click,,,f2
2024-11-03 17:26:15.080321,ct,0.755606,correct comission,f2
2024-11-03 17:26:15.809825,click,,,f2
2024-11-03 17:26:15.882961,ct,0.729504,correct comission,f2
2024-11-03 17:26:16.632942,click,,,f2
2024-11-03 17:26:16.684711,ct,0.749981,correct comission,f2
2024-11-03 17:26:17.305944,click,,,f4
2024-11-03 17:26:17.484703,mt,0.621233,comission error,f4
2024-11-03 17:26:18.088420,click,,,f2
2024-11-03 17:26:18.288612,ct,0.603717,correct comission,f2
2024-11-03 17:26:18.932338,click,,,f2
2024-11-03 17:26:19.088277,ct,0.643726,correct comission,f2
2024-11-03 17:26:19.634994,click,,,f3
2024-11-03 17:26:19.886317,ct,0.546717,correct comission,f3
2024-11-03 17:26:20.338665,click,,,f3
2024-11-03 17:26:20.686344,ct,0.452348,correct comission,f3
2024-11-03 17:26:21.109066,click,,,f3
2024-11-03 17:26:21.486273,ct,0.422722,correct comission,f3
2024-11-03 17:26:22.028203,click,,,f3
2024-11-03 17:26:22.300535,ct,0.54193,correct comission,f3
2024-11-03 17:26:23.050813,click,,,f2
2024-11-03 17:26:23.104313,ct,0.750278,correct comission,f2
2024-11-03 17:26:23.801522,click,,,f2
2024-11-03 17:26:23.904468,ct,0.697209,correct comission,f2
2024-11-03 17:26:24.791569,click,,,f2
2024-11-03 17:26:24.706574,ct,0.887101,correct comission,f2
2024-11-03 17:26:25.507068,ct,,omission error,f6
2024-11-03 17:26:25.898072,click,,,f3
2024-11-03 17:26:26.309721,ct,0.391004,correct comission,f3
2024-11-03 17:26:27.091937,click,,,f2
2024-11-03 17:26:27.111051,ct,0.782216,correct comission,f2
2024-11-03 17:26:28.070580,click,,,f4
2024-11-03 17:26:27.918939,mt,0.959529,comission error,f4
2024-11-03 17:26:28.724044,ct,,omission error,f6
2024-11-03 17:26:29.251667,click,,,f3
2024-11-03 17:26:29.534876,ct,0.527623,correct comission,f3
2024-11-03 17:26:30.086161,click,,,f3
2024-11-03 17:26:30.333973,ct,0.551285,correct comission,f3
2024-11-03 17:26:31.049694,click,,,f2
2024-11-03 17:26:31.138761,ct,0.715721,correct comission,f2
2024-11-03 17:26:31.844687,click,,,f4
2024-11-03 17:26:31.948603,mt,0.705926,comission error,f4
2024-11-03 17:26:32.758587,ct,,omission error,f6
2024-11-03 17:26:33.354235,click,,,f2
2024-11-03 17:26:33.557178,ct,0.595648,correct comission,f2
2024-11-03 17:26:34.070768,click,,,f3
2024-11-03 17:26:34.373307,ct,0.51359,correct comission,f3
2024-11-03 17:26:35.352731,click,,,f2
2024-11-03 17:26:35.180786,ct,0.979424,correct comission,f2
2024-11-03 17:26:35.896085,click,,,f2
2024-11-03 17:26:35.989986,ct,0.715299,correct comission,f2
2024-11-03 17:26:36.842016,click,,resting,f1
2024-11-03 17:26:36.796745,g/,,resting,f1
2024-11-03 17:26:37.612776,g/,,resting,f1
2024-11-03 17:26:38.416067,g/,,resting,f1
2024-11-03 17:26:39.227606,g/,,resting,f1
2024-11-03 17:26:40.028203,g/,,resting,f1
2024-11-03 17:26:40.833346,g/,,resting,f1
2024-11-03 17:26:41.646837,g/,,resting,f1
2024-11-03 17:26:42.449622,g/,,resting,f1
2024-11-03 17:26:43.281372,g/,,resting,f1
2024-11-03 17:26:44.081627,g/,,resting,f1
2024-11-03 17:26:44.894990,g/,,resting,f1
2024-11-03 17:26:45.702429,g/,,resting,f1
2024-11-03 17:26:46.514283,g/,,resting,f1
2024-11-03 17:26:47.317066,g/,,resting,f1
2024-11-03 17:26:48.122153,g/,,resting,f1
2024-11-03 17:26:48.944289,g/,,resting,f1
2024-11-03 17:26:49.746256,g/,,resting,f1
2024-11-03 17:26:50.561362,g/,,resting,f1
2024-11-03 17:26:51.371899,g/,,resting,f1
2024-11-03 17:26:52.179623,g/,,resting,f1
2024-11-03 17:26:52.987265,g/,,resting,f1
2024-11-03 17:26:53.799621,g/,,resting,f1
2024-11-03 17:26:54.610741,g/,,resting,f1
2024-11-03 17:26:55.415631,g/,,resting,f1
2024-11-03 17:26:56.235581,g/,,resting,f1
2024-11-03 17:26:57.046165,g/,,resting,f1
2024-11-03 17:26:57.856009,g/,,resting,f1
2024-11-03 17:26:58.657697,g/,,resting,f1
2024-11-03 17:26:59.471089,g/,,resting,f1
2024-11-03 17:27:00.285320,g/,,resting,f1
2024-11-03 17:27:01.102642,g/,,resting,f1
2024-11-03 17:27:01.907293,g/,,resting,f1
2024-11-03 17:27:02.718296,g/,,resting,f1
2024-11-03 17:27:03.532782,g/,,resting,f1
2024-11-03 17:27:04.332799,g/,,resting,f1
2024-11-03 17:27:05.144426,g/,,resting,f1
2024-11-03 17:27:05.955970,g/,,resting,f1
2024-11-03 17:27:06.769257,g/,,resting,f1
2024-11-03 17:27:07.575109,g/,,resting,f1
2024-11-03 17:27:08.395879,g/,,resting,f1
2024-11-03 17:27:09.201345,g/,,resting,f1
2024-11-03 17:27:10.001924,g/,,resting,f1
2024-11-03 17:27:10.817336,g/,,resting,f1
2024-11-03 17:27:11.626706,g/,,resting,f1
2024-11-03 17:27:12.438541,g/,,resting,f1
2024-11-03 17:27:13.240902,g/,,resting,f1
2024-11-03 17:27:14.040789,g/,,resting,f1
2024-11-03 17:27:14.848587,g/,,resting,f1
2024-11-03 17:27:15.664595,g/,,resting,f1
2024-11-03 17:27:16.462973,g/,,resting,f1
2024-11-03 17:27:17.262794,g/,,resting,f1
2024-11-03 17:27:18.065818,g/,,resting,f1
2024-11-03 17:27:18.870461,g/,,resting,f1
2024-11-03 17:27:19.682213,g/,,resting,f1
2024-11-03 17:27:20.484883,g/,,resting,f1
2024-11-03 17:27:21.289967,g/,,resting,f1
2024-11-03 17:27:22.099783,g/,,resting,f1
2024-11-03 17:27:22.916401,g/,,resting,f1
2024-11-03 17:27:23.717701,g/,,resting,f1
2024-11-03 17:27:24.541054,g/,,resting,f1
2024-11-03 17:27:25.347492,g/,,resting,f1
2024-11-03 17:27:26.159609,g/,,resting,f1
2024-11-03 17:27:26.962296,g/,,resting,f1
2024-11-03 17:27:27.773511,g/,,resting,f1
2024-11-03 17:27:28.579525,g/,,resting,f1
2024-11-03 17:27:29.397186,g/,,resting,f1
2024-11-03 17:27:30.202921,g/,,resting,f1
2024-11-03 17:27:31.003136,g/,,resting,f1
2024-11-03 17:27:31.817464,g/,,resting,f1
2024-11-03 17:27:32.620717,g/,,resting,f1
2024-11-03 17:27:33.431958,mt,,resting,f11
2024-11-03 17:27:34.239635,ct,,omission error,f111
2024-11-03 17:27:35.022234,click,,,f2
2024-11-03 17:27:35.041868,ct,0.782599,correct comission,f2
2024-11-03 17:27:35.589421,click,,,f3
2024-11-03 17:27:35.866542,ct,0.547553,correct comission,f3
2024-11-03 17:27:36.534497,click,,,f2
2024-11-03 17:27:36.682044,ct,0.667955,correct comission,f2
2024-11-03 17:27:37.492427,click,,,f2
2024-11-03 17:27:37.493952,ct,0.810383,correct comission,f2
2024-11-03 17:27:38.184624,click,,,f2
2024-11-03 17:27:38.297694,ct,0.690672,correct comission,f2
2024-11-03 17:27:38.869188,click,,,f2
2024-11-03 17:27:39.099365,ct,0.571494,correct comission,f2
2024-11-03 17:27:39.696231,click,,,f2
2024-11-03 17:27:39.906655,ct,0.596866,correct comission,f2
2024-11-03 17:27:40.418771,click,,,f3
2024-11-03 17:27:40.723527,ct,0.512116,correct comission,f3
2024-11-03 17:27:41.380786,click,,,f2
2024-11-03 17:27:41.525497,ct,0.657259,correct comission,f2
2024-11-03 17:27:42.335360,ct,,omission error,f6
2024-11-03 17:27:43.046035,click,,,f2
2024-11-03 17:27:43.136685,ct,0.710675,correct comission,f2
2024-11-03 17:27:43.631812,click,,,f3
2024-11-03 17:27:43.949989,ct,0.495127,correct comission,f3
2024-11-03 17:27:44.751481,click,,,f2
2024-11-03 17:27:44.762648,ct,0.801492,correct comission,f2
2024-11-03 17:27:45.441563,click,,,f2
2024-11-03 17:27:45.562658,ct,0.678915,correct comission,f2
2024-11-03 17:27:46.376554,click,,,f2
2024-11-03 17:27:46.384047,ct,0.813896,correct comission,f2
2024-11-03 17:27:47.186996,click,,,f2
2024-11-03 17:27:47.191414,ct,0.802949,correct comission,f2
2024-11-03 17:27:48.231553,click,,,f4
2024-11-03 17:27:48.002143,mt,1.040139,comission error,f4
2024-11-03 17:27:48.807771,ct,,omission error,f6
2024-11-03 17:27:49.332087,click,,,f3
2024-11-03 17:27:49.620237,ct,0.524316,correct comission,f3
2024-11-03 17:27:50.073056,click,,,f4
2024-11-03 17:27:50.432316,mt,0.452819,comission error,f4
2024-11-03 17:27:51.248645,ct,,omission error,f6
2024-11-03 17:27:51.944978,click,,,f2
2024-11-03 17:27:52.061796,ct,0.696333,correct comission,f2
2024-11-03 17:27:52.858048,click,,,f2
2024-11-03 17:27:52.861258,ct,0.796252,correct comission,f2
2024-11-03 17:27:53.732299,click,,,f2
2024-11-03 17:27:53.676631,ct,0.871041,correct comission,f2
2024-11-03 17:27:54.502109,click,,,f2
2024-11-03 17:27:54.478494,ct,0.825478,correct comission,f2
2024-11-03 17:27:55.290378,ct,,omission error,f6
2024-11-03 17:27:55.952918,click,,,f2
2024-11-03 17:27:56.102052,ct,0.66254,correct comission,f2
2024-11-03 17:27:56.664179,click,,,f2
2024-11-03 17:27:56.909277,ct,0.562127,correct comission,f2
2024-11-03 17:27:57.637246,click,,,f2
2024-11-03 17:27:57.713358,ct,0.727969,correct comission,f2
2024-11-03 17:27:58.774336,click,,,f2
2024-11-03 17:27:58.524009,ct,1.060978,correct comission,f2
2024-11-03 17:27:59.332371,ct,,omission error,f6
2024-11-03 17:27:59.735233,click,,,f3
2024-11-03 17:28:00.141464,ct,0.402862,correct comission,f3
2024-11-03 17:28:00.950229,mt,,correct omission,f5
2024-11-03 17:28:01.491246,click,,,f3
2024-11-03 17:28:01.753573,ct,0.541017,correct comission,f3
2024-11-03 17:28:02.361019,click,,,f2
2024-11-03 17:28:02.566344,ct,0.607446,correct comission,f2
2024-11-03 17:28:03.112904,click,,,f3
2024-11-03 17:28:03.371853,ct,0.54656,correct comission,f3
2024-11-03 17:28:04.188204,ct,,omission error,f6
2024-11-03 17:28:04.523709,click,,,f3
2024-11-03 17:28:04.994050,ct,0.335505,correct comission,f3
2024-11-03 17:28:05.557799,click,,,f2
2024-11-03 17:28:05.801720,ct,0.563749,correct comission,f2
2024-11-03 17:28:06.345019,click,,,f3
2024-11-03 17:28:06.606532,ct,0.543299,correct comission,f3
2024-11-03 17:28:07.145870,click,,,f3
2024-11-03 17:28:07.416678,ct,0.539338,correct comission,f3
2024-11-03 17:28:08.234750,ct,,omission error,f6
2024-11-03 17:28:08.987017,click,,,f2
2024-11-03 17:28:09.045195,ct,0.752267,correct comission,f2
2024-11-03 17:28:09.787146,click,,,f4
2024-11-03 17:28:09.848744,mt,0.741951,comission error,f4
2024-11-03 17:28:10.649183,ct,,omission error,f6
2024-11-03 17:28:11.159793,click,,,f3
2024-11-03 17:28:11.462698,ct,0.51061,correct comission,f3
2024-11-03 17:28:11.946576,click,,,f3
2024-11-03 17:28:12.272894,ct,0.483878,correct comission,f3
2024-11-03 17:28:12.716454,click,,,f3
2024-11-03 17:28:13.082295,ct,0.44356,correct comission,f3
2024-11-03 17:28:13.860592,click,,,f2
2024-11-03 17:28:13.886473,ct,0.778297,correct comission,f2
2024-11-03 17:28:14.649374,click,,,f2
2024-11-03 17:28:14.688617,ct,0.762901,correct comission,f2
2024-11-03 17:28:15.422521,click,,,f2
2024-11-03 17:28:15.506090,ct,0.733904,correct comission,f2
2024-11-03 17:28:16.056779,click,,,f3
2024-11-03 17:28:16.309534,ct,0.550689,correct comission,f3
2024-11-03 17:28:17.124029,ct,,omission error,f6
2024-11-03 17:28:17.867282,click,,,f2
2024-11-03 17:28:17.930272,ct,0.743253,correct comission,f2
2024-11-03 17:28:18.589052,click,,,f2
2024-11-03 17:28:18.746319,ct,0.65878,correct comission,f2
2024-11-03 17:28:19.554800,ct,,omission error,f6
2024-11-03 17:28:20.102843,click,,,f3
2024-11-03 17:28:20.371721,ct,0.548043,correct comission,f3
2024-11-03 17:28:21.179010,click,,,f4
2024-11-03 17:28:21.180228,mt,0.807289,comission error,f4
2024-11-03 17:28:21.980177,ct,,omission error,f6
2024-11-03 17:28:22.599334,click,,,f2
2024-11-03 17:28:22.787780,ct,0.619157,correct comission,f2
2024-11-03 17:28:23.269108,click,,,f3
2024-11-03 17:28:23.594096,ct,0.481328,correct comission,f3
2024-11-03 17:28:23.925831,click,,,f3
2024-11-03 17:28:24.402461,ct,0.331735,correct comission,f3
2024-11-03 17:28:24.827996,click,,,f3
2024-11-03 17:28:25.207590,ct,0.425535,correct comission,f3
2024-11-03 17:28:25.854496,click,,,f2
2024-11-03 17:28:26.022195,ct,0.646906,correct comission,f2
2024-11-03 17:28:26.536051,click,,,f3
2024-11-03 17:28:26.829614,ct,0.513856,correct comission,f3
2024-11-03 17:28:27.194601,click,,,f4
2024-11-03 17:28:27.638023,mt,0.364987,comission error,f4
2024-11-03 17:28:28.443554,ct,,omission error,f6
2024-11-03 17:28:29.017768,click,,,f2
2024-11-03 17:28:29.243180,ct,0.574214,correct comission,f2
2024-11-03 17:28:29.658787,click,,,f3
2024-11-03 17:28:30.063181,ct,0.415607,correct comission,f3
2024-11-03 17:28:30.870505,mt,,correct omission,f5
2024-11-03 17:28:31.295840,click,,,f3
2024-11-03 17:28:31.681565,ct,0.425335,correct comission,f3
2024-11-03 17:28:32.150809,click,,,f3
2024-11-03 17:28:32.482487,ct,0.469244,correct comission,f3
2024-11-03 17:28:33.293318,ct,,omission error,f6
2024-11-03 17:28:33.974294,click,,,f2
2024-11-03 17:28:34.098030,ct,0.680976,correct comission,f2
2024-11-03 17:28:34.937908,click,,,f2
2024-11-03 17:28:34.914729,ct,0.839878,correct comission,f2
2024-11-03 17:28:35.643902,click,,,f2
2024-11-03 17:28:35.722483,ct,0.729173,correct comission,f2
2024-11-03 17:28:36.539388,click,,,f2
2024-11-03 17:28:36.527512,ct,0.816905,correct comission,f2
2024-11-03 17:28:37.279622,click,,,f2
2024-11-03 17:28:37.345973,ct,0.75211,correct comission,f2
2024-11-03 17:28:38.102873,click,,,f2
2024-11-03 17:28:38.149818,ct,0.7569,correct comission,f2
2024-11-03 17:28:38.874395,click,,,f2
2024-11-03 17:28:38.957736,ct,0.724577,correct comission,f2
2024-11-03 17:28:39.725174,click,,,f2
2024-11-03 17:28:39.765767,ct,0.767438,correct comission,f2
2024-11-03 17:28:40.579048,ct,,omission error,f6
2024-11-03 17:28:41.483396,click,,,f2
2024-11-03 17:28:41.386476,ct,0.904348,correct comission,f2
2024-11-03 17:28:41.964451,click,,,f4
2024-11-03 17:28:42.196532,mt,0.577975,comission error,f4
2024-11-03 17:28:42.720901,click,,,f3
2024-11-03 17:28:43.001966,ct,0.524369,correct comission,f3
2024-11-03 17:28:43.468079,click,,,f3
2024-11-03 17:28:43.804373,ct,0.466113,correct comission,f3
2024-11-03 17:28:44.146152,click,,,f3
2024-11-03 17:28:44.625779,ct,0.341779,correct comission,f3
2024-11-03 17:28:45.343832,click,,,f2
2024-11-03 17:28:45.436025,ct,0.718053,correct comission,f2
2024-11-03 17:28:46.025437,click,,,f2
2024-11-03 17:28:46.245938,ct,0.589412,correct comission,f2
2024-11-03 17:28:46.881017,click,,,f2
2024-11-03 17:28:47.052565,ct,0.635079,correct comission,f2
2024-11-03 17:28:48.107757,click,,,f2
